# decision space					
# roll and tilt angle per NC-path position
### column 0 beta				
### column 1 gamma				

1.04717	6.05951
1.04706	6.09598
1.04709	6.12697
1.04667	6.15325
1.04719	6.17365

1.0472	5.67494
1.0472	5.74557
1.04716	5.82268
1.04719	5.91519
1.04719	6.01307
1.04719	6.10187
1.0472	6.18197
1.04711	6.24004
1.0472	6.28148
1.04706	6.23528

1.04669	5.82814
1.04685	5.86374
1.04706	5.90803
1.04712	5.95814
1.04716	6.01161
1.04715	6.0638
1.04715	6.11081
1.04717	6.14959
1.04719	6.1826
1.04606	6.20884

1.0466	5.94627
1.0472	5.9644
1.0458	5.98607
1.04462	6.01079
1.04403	6.03717
1.04457	6.06167
1.0471	6.08391
1.04713	6.10434
1.04719	6.12059
1.04473	6.13387

1.04667	5.81799
1.04684	5.85815
1.04711	5.90538
1.04709	5.95723
1.04714	6.01023
1.04717	6.0635
1.04716	6.11211
1.04705	6.15591
1.04718	6.19456
1.04713	6.22446

1.0472	5.57054
1.0472	5.68552
1.0472	5.77254
1.04718	5.89722
1.0472	6.03766
1.0472	6.1444
1.0472	6.24261
1.04719	6.27828
1.0472	6.26177
1.0472	6.18784

1.04719	5.66606
1.0472	5.73932
1.04719	5.81802
1.04719	5.91393
1.0472	6.0151
1.0472	6.10569
1.04718	6.1879
1.04719	6.2461
1.04691	6.27658
1.04697	6.2292

1.04719	5.68632
1.0472	5.75479
1.04716	5.8304
1.0472	5.92065
1.04714	6.01583
1.04718	6.10181
1.0472	6.17955
1.04719	6.23728
1.0472	6.28287
1.04658	6.23803

1.04719	5.69698
1.04719	5.76316
1.0472	5.8364
1.0472	5.92383
1.04719	6.01638
1.04719	6.10125
1.04718	6.17683
1.04709	6.23344
1.04677	6.27908
1.04708	6.24342

1.0472	5.59908
1.04684	5.69732
1.04719	5.78663
1.04715	5.9033
1.04718	6.0289
1.0472	6.13306
1.0472	6.2261
1.04718	6.27305
1.0472	6.25967
1.0472	6.19759

1.04717	5.92337
1.04713	5.94365
1.04567	5.96842
1.04464	5.99677
1.04337	6.02848
1.04714	6.05561
1.04718	6.08371
1.04715	6.10753
1.04717	6.12613
1.04478	6.1409

1.0472	5.53016
1.0472	5.69513
1.04719	5.74585
1.0472	5.88523
1.04719	6.05516
1.0472	6.15225
1.0472	6.27401
1.0472	6.28291
1.0472	6.2765
1.0472	6.17357

1.04711	5.70725
1.04719	5.77252
1.0472	5.8451
1.04719	5.93151
1.04718	6.02303
1.0472	6.1033
1.0472	6.17581
1.04719	6.23012
1.04712	6.27381
1.0472	6.2509

1.04712	5.6273
1.04699	5.7135
1.04719	5.799
1.04708	5.90615
1.0472	6.0207
1.0472	6.11976
1.04708	6.2081
1.0472	6.26306
1.0472	6.2634
1.04719	6.209

1.04718	5.79169
1.04719	5.83874
1.04719	5.89521
1.04715	5.95781
1.04719	6.02373
1.0472	6.08548
1.04641	6.14273
1.0472	6.18951
1.04651	6.22684
1.0472	6.25809

1.04719	5.74982
1.04719	5.80467
1.0472	5.86777
1.04719	5.94243
1.04719	6.02141
1.04719	6.09267
1.0472	6.15714
1.04719	6.20901
1.04628	6.25126
1.04719	6.227

1.0472	5.7866
1.04714	5.83515
1.04715	5.89209
1.0472	5.95797
1.0472	6.02793
1.04718	6.09019
1.0472	6.14972
1.04719	6.19658
1.04719	6.2358
1.04717	6.26915

1.0472	5.58967
1.04682	5.69256
1.0472	5.78184
1.0472	5.90118
1.0472	6.03254
1.04719	6.13774
1.0472	6.23141
1.04719	6.27611
1.0472	6.2589
1.0472	6.1932

1.0468	5.80687
1.04691	5.84754
1.04716	5.89625
1.04717	5.95172
1.04719	6.01062
1.04518	6.06606
1.04718	6.11838
1.04719	6.1614
1.0472	6.19664
1.04719	6.22642

1.04719	5.74255
1.04718	5.79764
1.04719	5.8627
1.0472	5.93857
1.0472	6.01857
1.04719	6.09356
1.04715	6.16231
1.04717	6.21596
1.0463	6.25987
1.04719	6.2686

1.0472	5.60812
1.04679	5.70185
1.04719	5.7913
1.0472	5.90494
1.04719	6.02708
1.0472	6.12838
1.0472	6.21961
1.04713	6.2701
1.04718	6.2602
1.0472	6.2025

1.0472	5.61823
1.04689	5.70808
1.04719	5.79542
1.0471	5.90724
1.04719	6.02531
1.0472	6.12557
1.0472	6.21461
1.04711	6.26683
1.0472	6.26191
1.04719	6.20655

1.0472	5.58137
1.04688	5.68897
1.0472	5.7771
1.0472	5.89977
1.0472	6.03493
1.0472	6.14343
1.0472	6.23973
1.04719	6.27952
1.04719	6.26027
1.0472	6.19245

1.0471	5.71779
1.04718	5.78019
1.0472	5.85111
1.04719	5.9355
1.0472	6.02519
1.0472	6.1028
1.04718	6.17407
1.04718	6.22773
1.04696	6.27041
1.04712	6.25502

1.04713	5.72686
1.0472	5.78595
1.04713	5.8543
1.04719	5.93592
1.04719	6.02363
1.04719	6.09923
1.04719	6.16972
1.04719	6.22338
1.04681	6.26682
1.04702	6.25937

1.04719	5.8107
1.04719	5.85304
1.04689	5.90496
1.0472	5.9643
1.04719	6.02705
1.04719	6.08427
1.04633	6.13633
1.04694	6.17878
1.04719	6.21523
1.0472	6.24593

1.04718	5.53761
1.0472	5.69206
1.0472	5.75232
1.0472	5.88807
1.04719	6.05215
1.0472	6.15331
1.04719	6.26994
1.0472	6.28255
1.0472	6.27476
1.04719	6.1763

1.04712	5.98567
1.04548	5.99649
1.04464	6.0091
1.04317	6.02392
1.04152	6.03987
1.04093	6.05461
1.04384	6.0698
1.04283	6.08174
1.04319	6.09197
1.04716	6.09911

1.04719	5.80118
1.04719	5.84694
1.04719	5.89953
1.0472	5.96041
1.0472	6.02561
1.04718	6.08556
1.04633	6.14018
1.04719	6.18424
1.04581	6.22102
1.04719	6.25115

1.04719	5.77707
1.0472	5.82681
1.04719	5.88445
1.04718	5.95331
1.04715	6.02581
1.04704	6.09123
1.04719	6.14978
1.04719	6.19928
1.04594	6.24038
1.04716	6.27548

1.0472	5.76873
1.04719	5.82137
1.04718	5.88175
1.04718	5.95327
1.04717	6.02886
1.04719	6.09419
1.04719	6.15572
1.04719	6.2044
1.04605	6.24337
1.0472	6.27997

1.04719	5.56421
1.0472	5.68607
1.04719	5.76853
1.0472	5.89726
1.04719	6.04497
1.04719	6.14966
1.04718	6.24967
1.0472	6.2806
1.04719	6.263284
1.0472	6.1855

1.04719	5.76084
1.04719	5.81393
1.04719	5.87714
1.04716	5.95023
1.04714	6.0269
1.0472	6.09559
1.04719	6.15944
1.04714	6.209
1.04624	6.24922
1.04719	6.28102

1.04719	5.63885
1.04667	5.72159
1.04719	5.80758
1.0472	5.91391
1.04716	6.02686
1.04719	6.12204
1.04693	6.20762
1.04719	6.26084
1.0472	6.26502
1.0472	6.213588

1.0472	5.54435
1.0472	5.68841
1.0472	5.75603
1.0472	5.89017
1.0472	6.04894
1.0472	6.15317
1.04719	6.26429
1.0472	6.28148
1.0472	6.27301
1.04719	6.1792

1.04702	5.7333
1.0472	5.79227
1.04713	5.85959
1.04719	5.93958
1.04718	6.02439
1.04716	6.0977
1.0472	6.166
1.04714	6.21906
1.04623	6.26238
1.04718	6.265122

1.04716	5.91185
1.04625	5.93524
1.04582	5.96341
1.04554	5.99513
1.04457	6.02894
1.04693	6.06114
1.04719	6.09076
1.04693	6.11661
1.04605	6.13743
1.04399	6.15462

1.04719	5.55583
1.0472	5.68494
1.04718	5.76417
1.04719	5.8933
1.04719	6.04379
1.0472	6.14987
1.04719	6.25517
1.0472	6.28001
1.04719	6.265397
1.0472	6.18146

1.04719	5.54692
1.0472	5.68563
1.04718	5.76254
1.04719	5.89458
1.04719	6.04627
1.0472	6.15253
1.04719	6.26084
1.0472	6.2827
1.04717	6.2661
1.0472	6.17827

1.0452	6.01022
1.04639	6.01677
1.04402	6.0247
1.04078	6.03393
1.03997	6.04333
1.03921	6.05247
1.04063	6.06086
1.04129	6.06889
1.04345	6.07586
1.0456	6.08052
